index,id,geometry,Тип,Субъект,Название,Направление поставок (объекты трубопроводного транспорта),Направление поставок (перерабатывающие заводы),Направление поставок (терминалы),Направление поставок (страны),Направление поставок (города),link_to,Источники поставок (объекты трубопроводного транспорта),Источники поставок (города),Источники поставок (страны),link_from
0,CompressorStation120,"{'type': 'Point', 'coordinates': [57.346903, 97.737465]}",        Промежуточная нефтеперекачивающая станция (ПНПС),"Россия, Чунояр",НПС-4 (Куюмба – Тайшет),ГНПС-1 Тайшет,,,,,"""https://energybase.ru/compressor-station/hops-taishet-vsto-1""",НПС-3 (Куюмба – Тайшет),,,"""https://energybase.ru/compressor-station/ops-3-kuyumba-taishet"""
1,CompressorStation121,"{'type': 'Point', 'coordinates': [58.638365, 97.164459]}",        Промежуточная нефтеперекачивающая станция (ПНПС),"Россия, Богучаны",НПС-3 (Куюмба – Тайшет),НПС-4 (Куюмба – Тайшет),,,,,"""https://energybase.ru/compressor-station/ops-4-kuyumba-taishet""",НПС-2 Юрубчен,,,"""https://energybase.ru/compressor-station/ops-2-yurubchen"""
2,CompressorStation122,"{'type': 'Point', 'coordinates': [60.321509, 96.322632]}",        Промежуточная нефтеперекачивающая станция (ПНПС),"Россия, Куюмба",НПС-2 Юрубчен,НПС-3 (Куюмба – Тайшет),,,,,"""https://energybase.ru/compressor-station/ops-3-kuyumba-taishet""",ГНПС-1 Куюмба,,,"""https://energybase.ru/compressor-station/hops-kuyumba"""
3,CompressorStation123,"{'type': 'Point', 'coordinates': [60.828013, 97.363243]}",        Головная нефтеперекачивающая станция (ГНПС),"Россия, Куюмба",ГНПС-1 Куюмба,НПС-2 Юрубчен,,,,,"""https://energybase.ru/compressor-station/ops-2-yurubchen""",,,,
4,CompressorStation124,"{'type': 'Point', 'coordinates': [43.883728, 132.773037]}",        Промежуточная нефтеперекачивающая станция (ПНПС),"Россия, Уссурийск",НПС-41 (Сковородино — Козьмино ВСТО-2),Площадка приема нефти СМНП Козьмино,,,,,"""https://energybase.ru/compressor-station/ops-42-vsto-2""",НПС-40 (Сковородино — Козьмино ВСТО-2),,,"""https://energybase.ru/compressor-station/ops-40-vsto-2"""
5,CompressorStation125,"{'type': 'Point', 'coordinates': [44.311259, 132.726774]}",        Промежуточная нефтеперекачивающая станция (ПНПС),"Россия, Уссурийск",НПС-40 (Сковородино — Козьмино ВСТО-2),НПС-41 (Сковородино — Козьмино ВСТО-2),,,,,"""https://energybase.ru/compressor-station/ops-41-vsto-2""",НПС-38 (Сковородино — Козьмино ВСТО-2),,,"""https://energybase.ru/compressor-station/ops-38-vsto-2"""
6,CompressorStation126,"{'type': 'Point', 'coordinates': [46.024323, 133.888364]}",        Промежуточная нефтеперекачивающая станция (ПНПС),"Россия, Дальнереченск",НПС-38 (Сковородино — Козьмино ВСТО-2),НПС-40 (Сковородино — Козьмино ВСТО-2),,,,,"""https://energybase.ru/compressor-station/ops-40-vsto-2""",НПС-36 (Сковородино — Козьмино ВСТО-2),,,"""https://energybase.ru/compressor-station/ops-36-vsto-2"""
7,CompressorStation127,"{'type': 'Point', 'coordinates': [47.275036, 134.502182]}",        Промежуточная нефтеперекачивающая станция (ПНПС),"Россия, Бикин",НПС-36 (Сковородино — Козьмино ВСТО-2),НПС-38 (Сковородино — Козьмино ВСТО-2),,,,,"""https://energybase.ru/compressor-station/ops-38-vsto-2""",НПС-34 (Сковородино — Козьмино ВСТО-2),,,"""https://energybase.ru/compressor-station/ops-34-vsto-2"""
8,CompressorStation128,"{'type': 'Point', 'coordinates': [48.562579, 135.337787]}",        Промежуточная нефтеперекачивающая станция (ПНПС),"Россия, Хабаровск",НПС-34 (Сковородино — Козьмино ВСТО-2),НПС-36 (Сковородино — Козьмино ВСТО-2),,,,,"""https://energybase.ru/compressor-station/ops-36-vsto-2""",НПС-32 (Сковородино — Козьмино ВСТО-2),,,"""https://energybase.ru/compressor-station/ops-32-vsto-2"""
9,CompressorStation129,"{'type': 'Point', 'coordinates': [48.934341, 131.133413]}",        Промежуточная нефтеперекачивающая станция (ПНПС),"Россия, Биробиджан",НПС-30 Облучье (Сковородино — Козьмино ВСТО-2),НПС-32 (Сковородино — Козьмино ВСТО-2),,,,,"""https://energybase.ru/compressor-station/ops-32-vsto-2""",НПС-29 (Сковородино — Козьмино ВСТО-2),,,"""https://energybase.ru/compressor-station/ops-29-vsto-2"""
10,CompressorStation130,"{'type': 'Point', 'coordinates': [50.525828, 129.049959]}",        Промежуточная нефтеперекачивающая станция (ПНПС),"Россия, Благовещенск",НПС-27 (Сковородино — Козьмино ВСТО-2),НПС-29 (Сковородино — Козьмино ВСТО-2),,,,,"""https://energybase.ru/compressor-station/ops-29-vsto-2""",НПС-26 (Сковородино — Козьмино ВСТО-2),,,"""https://energybase.ru/compressor-station/ops-26-vsto-2"""
11,CompressorStation131,"{'type': 'Point', 'coordinates': [52.32894, 127.068043]}",        Промежуточная нефтеперекачивающая станция (ПНПС),"Россия, Шимановск",НПС-24 (Сковородино — Козьмино ВСТО-2),НПС-26 (Сковородино — Козьмино ВСТО-2),,,,,"""https://energybase.ru/compressor-station/ops-26-vsto-2""",НПС-23 (Сковородино — Козьмино ВСТО-2),,,"""https://energybase.ru/compressor-station/ops-23-vsto-2"""
12,CompressorStation132,"{'type': 'Point', 'coordinates': [54.61197, 100.554557]}",        Промежуточная нефтеперекачивающая станция (ПНПС),"Россия, Тулун",ПНПС Тулун,НПС Кимильтей,,,,,"""https://energybase.ru/compressor-station/ops-kimeltey""",ПНПС Нижнеудинск,,,"""https://energybase.ru/compressor-station/ops-nizhneudinsk"""
13,CompressorStation133,"{'type': 'Point', 'coordinates': [54.89612, 98.978362]}",        Промежуточная нефтеперекачивающая станция (ПНПС),"Россия, Нижнеудинск",ПНПС Нижнеудинск,ПНПС Тулун,,,,,"""https://energybase.ru/compressor-station/ops-tulun""",ПНПС Замзор,,,"""https://energybase.ru/compressor-station/ops-zamzor"""
14,CompressorStation134,"{'type': 'Point', 'coordinates': [55.385011, 98.621306]}",        Промежуточная нефтеперекачивающая станция (ПНПС),"Россия, Алзамай",ПНПС Замзор,ПНПС Нижнеудинск,,,,,"""https://energybase.ru/compressor-station/ops-nizhneudinsk""",ПНПС Тайшет,,,"""https://energybase.ru/compressor-station/ops-taishet"""
15,CompressorStation135,"{'type': 'Point', 'coordinates': [53.950378, 124.252024]}",        Промежуточная нефтеперекачивающая станция (ПНПС),"Россия, Сковородино",НПС-21 Сковородино,НПС-23 (Сковородино — Козьмино ВСТО-2),,,,,"""https://energybase.ru/compressor-station/ops-23-vsto-2""",НПС-20 Тында (Тайшет - Сковородино ВСТО-1),,,"""https://energybase.ru/compressor-station/ops-20-vsto-1"""
16,CompressorStation136,"{'type': 'Point', 'coordinates': [55.160435, 125.003643]}",        Промежуточная нефтеперекачивающая станция (ПНПС),"Россия, Тында",НПС-20 Тында (Тайшет - Сковородино ВСТО-1),НПС-21 Сковородино,,,,,"""https://energybase.ru/compressor-station/ops-21-vsto-1""",НПС-19 (Тайшет - Сковородино ВСТО-1),,,"""https://energybase.ru/compressor-station/ops-19-vsto-1"""
17,CompressorStation137,"{'type': 'Point', 'coordinates': [56.586693, 124.874983]}",        Промежуточная нефтеперекачивающая станция (ПНПС),"Россия, Нерюнгри",НПС-19 (Тайшет - Сковородино ВСТО-1),НПС-20 Тында (Тайшет - Сковородино ВСТО-1),,,,,"""https://energybase.ru/compressor-station/ops-20-vsto-1""",НПС-18 (Тайшет - Сковородино ВСТО-1),,,"""https://energybase.ru/compressor-station/ops-18-vsto-1"""
18,CompressorStation138,"{'type': 'Point', 'coordinates': [57.911337, 125.512104]}",        Промежуточная нефтеперекачивающая станция (ПНПС),"Россия, Алдан",НПС-18 (Тайшет - Сковородино ВСТО-1),НПС-19 (Тайшет - Сковородино ВСТО-1),,,,,"""https://energybase.ru/compressor-station/ops-19-vsto-1""",НПС-17 Алдан (Тайшет - Сковородино ВСТО-1),,,"""https://energybase.ru/compressor-station/ops-17-vsto-1"""
19,CompressorStation139,"{'type': 'Point', 'coordinates': [58.542562, 125.333383]}",        Промежуточная нефтеперекачивающая станция (ПНПС),"Россия, Алдан",НПС-17 Алдан (Тайшет - Сковородино ВСТО-1),НПС-18 (Тайшет - Сковородино ВСТО-1),,,,,"""https://energybase.ru/compressor-station/ops-18-vsto-1""",НПС-16 (Тайшет - Сковородино ВСТО-1),,,"""https://energybase.ru/compressor-station/ops-16-vsto-1"""
20,CompressorStation140,"{'type': 'Point', 'coordinates': [59.327476, 123.514094]}",        Промежуточная нефтеперекачивающая станция (ПНПС),"Россия, Алдан",НПС-16 (Тайшет - Сковородино ВСТО-1),НПС-17 Алдан (Тайшет - Сковородино ВСТО-1),,,,,"""https://energybase.ru/compressor-station/ops-17-vsto-1""",НПС-15 (Тайшет - Сковородино ВСТО-1),,,"""https://energybase.ru/compressor-station/ops-15-vsto-1"""
21,CompressorStation141,"{'type': 'Point', 'coordinates': [59.958706, 122.108231]}",        Промежуточная нефтеперекачивающая станция (ПНПС),"Россия, Олёкминск",НПС-15 (Тайшет - Сковородино ВСТО-1),НПС-16 (Тайшет - Сковородино ВСТО-1),,,,,"""https://energybase.ru/compressor-station/ops-16-vsto-1""",НПС-14 Олёкминск (Тайшет - Сковородино ВСТО-1),,,"""https://energybase.ru/compressor-station/ops-14-vsto-1"""
22,CompressorStation142,"{'type': 'Point', 'coordinates': [60.409953, 120.854244]}",        Промежуточная нефтеперекачивающая станция (ПНПС),"Россия, Олёкминск",НПС-14 Олёкминск (Тайшет - Сковородино ВСТО-1),НПС-15 (Тайшет - Сковородино ВСТО-1),,,,,"""https://energybase.ru/compressor-station/ops-15-vsto-1""",НПС-13 (Тайшет - Сковородино ВСТО-1),,,"""https://energybase.ru/compressor-station/ops-13-vsto-1"""
23,CompressorStation143,"{'type': 'Point', 'coordinates': [60.707548, 118.025608]}",        Промежуточная нефтеперекачивающая станция (ПНПС),"Россия, Олом",НПС-13 (Тайшет - Сковородино ВСТО-1),НПС-14 Олёкминск (Тайшет - Сковородино ВСТО-1),,,,,"""https://energybase.ru/compressor-station/ops-14-vsto-1""",НПС-12 (Тайшет - Сковородино ВСТО-1),,,"""https://energybase.ru/compressor-station/ops-12-vsto-1"""
24,CompressorStation144,"{'type': 'Point', 'coordinates': [60.894047, 115.252719]}",        Промежуточная нефтеперекачивающая станция (ПНПС),"Россия, Ленск",НПС-12 (Тайшет - Сковородино ВСТО-1),НПС-13 (Тайшет - Сковородино ВСТО-1),,,,,"""https://energybase.ru/compressor-station/ops-13-vsto-1""",НПС-11 (Тайшет - Сковородино ВСТО-1),,,"""https://energybase.ru/compressor-station/ops-11-vsto-1"""
25,CompressorStation145,"{'type': 'Point', 'coordinates': [60.248075, 112.77689]}",        Промежуточная нефтеперекачивающая станция (ПНПС),"Россия, Пеледуй",НПС-11 (Тайшет - Сковородино ВСТО-1),НПС-12 (Тайшет - Сковородино ВСТО-1),,,,,"""https://energybase.ru/compressor-station/ops-12-vsto-1""",НПС-10 Талакан (Тайшет - Сковородино ВСТО-1),,,"""https://energybase.ru/compressor-station/ops-10-vsto-1"""
26,CompressorStation146,"{'type': 'Point', 'coordinates': [59.772322, 110.847416]}",        Промежуточная нефтеперекачивающая станция (ПНПС),"Россия, Витим",НПС-10 Талакан (Тайшет - Сковородино ВСТО-1),НПС-11 (Тайшет - Сковородино ВСТО-1),,,,,"""https://energybase.ru/compressor-station/ops-11-vsto-1""",НПС-9 (Тайшет - Сковородино ВСТО-1),,,"""https://energybase.ru/compressor-station/ops-9-vsto-1"""
27,CompressorStation147,"{'type': 'Point', 'coordinates': [58.8168, 109.783839]}",        Промежуточная нефтеперекачивающая станция (ПНПС),"Россия, Подволошино",НПС-9 (Тайшет - Сковородино ВСТО-1),НПС-10 Талакан (Тайшет - Сковородино ВСТО-1),,,,,"""https://energybase.ru/compressor-station/ops-10-vsto-1""",НПС-8 Киренская (Тайшет - Сковородино ВСТО-1),,,"""https://energybase.ru/compressor-station/ops-8-vsto-1"""
28,CompressorStation148,"{'type': 'Point', 'coordinates': [58.259415, 108.702207]}",        Промежуточная нефтеперекачивающая станция (ПНПС),"Россия, Киренск",НПС-8 Киренская (Тайшет - Сковородино ВСТО-1),НПС-9 (Тайшет - Сковородино ВСТО-1),,,,,"""https://energybase.ru/compressor-station/ops-9-vsto-1""",НПС-7 (Тайшет - Сковородино ВСТО-1),,,"""https://energybase.ru/compressor-station/ops-7-vsto-1"""
29,CompressorStation149,"{'type': 'Point', 'coordinates': [57.52738, 107.029903]}",        Промежуточная нефтеперекачивающая станция (ПНПС),"Россия, Киренск",НПС-7 (Тайшет - Сковородино ВСТО-1),НПС-8 Киренская (Тайшет - Сковородино ВСТО-1),,,,,"""https://energybase.ru/compressor-station/ops-8-vsto-1""",НПС-6 (Тайшет - Сковородино ВСТО-1),,,"""https://energybase.ru/compressor-station/ops-6-vsto-1"""
30,CompressorStation150,"{'type': 'Point', 'coordinates': [57.125636, 105.331754]}",        Промежуточная нефтеперекачивающая станция (ПНПС),"Россия, Усть-Кут",НПС-6 (Тайшет - Сковородино ВСТО-1),НПС-7 (Тайшет - Сковородино ВСТО-1),,,,,"""https://energybase.ru/compressor-station/ops-7-vsto-1""",НПС-5 (Тайшет - Сковородино ВСТО-1),,,"""https://energybase.ru/compressor-station/ops-5-vsto-1"""
31,CompressorStation151,"{'type': 'Point', 'coordinates': [56.511515, 102.871428]}",        Промежуточная нефтеперекачивающая станция (ПНПС),"Россия, Братск",НПС-4 Речушка (Тайшет - Сковородино ВСТО-1),НПС-5 (Тайшет - Сковородино ВСТО-1),,,,,"""https://energybase.ru/compressor-station/ops-5-vsto-1""",НПС-3 Братск (Тайшет - Сковородино ВСТО-1),,,"""https://energybase.ru/compressor-station/ops-3-vsto-1"""
32,CompressorStation152,"{'type': 'Point', 'coordinates': [56.412548, 101.123486]}",        Промежуточная нефтеперекачивающая станция (ПНПС),"Россия, Братск",НПС-3 Братск (Тайшет - Сковородино ВСТО-1),НПС-4 Речушка (Тайшет - Сковородино ВСТО-1),,,,,"""https://energybase.ru/compressor-station/ops-4-vsto-1""",НПС-2 (Тайшет - Сковородино ВСТО-1),,,"""https://energybase.ru/compressor-station/ops-2-vsto-1"""
33,CompressorStation153,"{'type': 'Point', 'coordinates': [55.886865, 98.032551]}",        Головная нефтеперекачивающая станция (ГНПС),"Россия, Тайшет",ГНПС-1 Тайшет,НПС-2 (Тайшет - Сковородино ВСТО-1),,,,,"""https://energybase.ru/compressor-station/ops-2-vsto-1""",,,,
34,CompressorStation154,"{'type': 'Point', 'coordinates': [55.907943, 98.037787]}",        Промежуточная нефтеперекачивающая станция (ПНПС),"Россия, Тайшет",ПНПС Тайшет,ПНПС Замзор,,,,,"""https://energybase.ru/compressor-station/ops-zamzor""",НПС Пойменская,,,"""https://energybase.ru/compressor-station/iops-poimenskaya"""
35,CompressorStation155,"{'type': 'Point', 'coordinates': [42.80979, 133.094451]}",        Промежуточная нефтеперекачивающая станция (ПНПС),"Россия, Находка",Площадка приема нефти СМНП Козьмино,,,,,,,НПС-41 (Сковородино — Козьмино ВСТО-2),,,"""https://energybase.ru/compressor-station/ops-41-vsto-2"""
36,CompressorStation156,"{'type': 'Point', 'coordinates': [61.718352, 66.450634]}",        Головная нефтеперекачивающая станция (ГНПС),"Россия, Нягань",НПС Красноленинская,ЛДПС Шаим,,,,,"""https://energybase.ru/compressor-station/ldps-shaim""",,,,
37,CompressorStation157,"{'type': 'Point', 'coordinates': [60.080855, 64.694281]}",        Линейная производственно-диспетчерская станция (ЛПДС),"Россия, Урай",ЛДПС Шаим,ЛДПС Конда,,,,,"""https://energybase.ru/compressor-station/ldps-konda""",НПС Красноленинская,,,"""https://energybase.ru/compressor-station/hops-krasnoleninskaya"""
38,CompressorStation158,"{'type': 'Point', 'coordinates': [59.57946, 65.865097]}",        Линейная производственно-диспетчерская станция (ЛПДС),"Россия, Междуреченский",ЛДПС Конда,НПС Ягодное,,,,,"""https://energybase.ru/compressor-station/ops-yagodnoe""",ЛДПС Шаим,,,"""https://energybase.ru/compressor-station/ldps-shaim"""
39,CompressorStation159,"{'type': 'Point', 'coordinates': [48.561816, 133.662849]}",        Промежуточная нефтеперекачивающая станция (ПНПС),"Россия, Смидович",НПС-32 (Сковородино — Козьмино ВСТО-2),НПС-34 (Сковородино — Козьмино ВСТО-2),,,,,"""https://energybase.ru/compressor-station/ops-34-vsto-2""",НПС-30 Облучье (Сковородино — Козьмино ВСТО-2),,,"""https://energybase.ru/compressor-station/ops-30-vsto-2"""
40,CompressorStation160,"{'type': 'Point', 'coordinates': [67.843582, 80.06218]}",        Головная нефтеперекачивающая станция (ГНПС),"Россия, Тазовский",ГНПС Заполярье,НПС-2 Ямал,,,,,"""https://energybase.ru/compressor-station/ops-yamal""",,,,
41,CompressorStation161,"{'type': 'Point', 'coordinates': [66.697021, 79.225845]}",        Промежуточная нефтеперекачивающая станция (ПНПС),"Россия, Красноселькуп",НПС-2 Ямал,ЛДПС Пурпе,,,,,"""https://energybase.ru/compressor-station/ldps-purpe""",ГНПС Заполярье,,,"""https://energybase.ru/compressor-station/hops-polar-region"""
42,CompressorStation162,"{'type': 'Point', 'coordinates': [64.52091, 76.621785]}",        Линейная производственно-диспетчерская станция (ЛПДС),"Россия, Пурпе",ЛДПС Пурпе,НПС Вынгапур,,,,,"""https://energybase.ru/compressor-station/ops-vyngapur""",НПС-2 Ямал,,,"""https://energybase.ru/compressor-station/ops-yamal"""
43,CompressorStation163,"{'type': 'Point', 'coordinates': [57.984433, 106.796787]}",        Головная нефтеперекачивающая станция (ГНПС),"Россия, Киренск",Установка подготовки нефти Ярактинского месторождения,Пункт сдачи-приёмки сырья «Марковское» (ПСП),,,,,"""https://energybase.ru/compressor-station/point-delivery-oil-yarakta-espo-1-markovskoe""",,,,
44,CompressorStation164,"{'type': 'Point', 'coordinates': [57.53041, 107.039366]}",        Промежуточная нефтеперекачивающая станция (ПНПС),"Россия, Киренск",Пункт сдачи-приёмки сырья «Марковское» (ПСП),НПС-7 (Тайшет - Сковородино ВСТО-1),,,,,"""https://energybase.ru/compressor-station/ops-7-vsto-1""",Установка подготовки нефти Ярактинского месторождения,,,"""https://energybase.ru/compressor-station/out-yaraktinskoe-oilfield"""
45,CompressorStation165,"{'type': 'Point', 'coordinates': [61.258101, 77.0433]}",        Линейная производственно-диспетчерская станция (ЛПДС),"Россия, Нижневартовск",ЛПДС Самотлор,НПС Александровская,,,,,"""https://energybase.ru/compressor-station/ops-aleksandrovskaya""",НПС Вынгапур,,,"""https://energybase.ru/compressor-station/ops-vyngapur"""
46,CompressorStation166,"{'type': 'Point', 'coordinates': [60.836818, 77.143035]}",        Головная нефтеперекачивающая станция (ГНПС),"Россия, Нижневартовск",НПС Александровская,НПС Раскино,,,,,"""https://energybase.ru/compressor-station/ops-raskino""",ЛПДС Самотлор,,,"""https://energybase.ru/compressor-station/lpds-samotlor"""
47,CompressorStation167,"{'type': 'Point', 'coordinates': [59.60001, 79.044399]}",        Промежуточная нефтеперекачивающая станция (ПНПС),"Россия, Стрежевой",НПС Раскино,ЛПДС Парабель,,,,,"""https://energybase.ru/compressor-station/lpds-parabel""",НПС Александровская,,,"""https://energybase.ru/compressor-station/ops-aleksandrovskaya"""
48,CompressorStation168,"{'type': 'Point', 'coordinates': [58.66356, 81.479394]}",        Линейная производственно-диспетчерская станция (ЛПДС),"Россия, Парабель",ЛПДС Парабель,НПС Первомайка,,,,,"""https://energybase.ru/compressor-station/ops-pervomayka""",НПС Раскино,,,"""https://energybase.ru/compressor-station/ops-raskino"""
49,CompressorStation169,"{'type': 'Point', 'coordinates': [58.094937, 82.708597]}",        Промежуточная нефтеперекачивающая станция (ПНПС),"Россия, Колпашево",НПС Первомайка,НПС Молчаново,,,,,"""https://energybase.ru/compressor-station/ops-molchanovo""",ЛПДС Парабель,,,"""https://energybase.ru/compressor-station/lpds-parabel"""
50,CompressorStation170,"{'type': 'Point', 'coordinates': [57.561235, 83.709619]}",        Промежуточная нефтеперекачивающая станция (ПНПС),"Россия, Колпашево",НПС Молчаново,ЛПДС Орловка,,,,,"""https://energybase.ru/compressor-station/lpds-orlovka""",НПС Первомайка,,,"""https://energybase.ru/compressor-station/ops-pervomayka"""
51,CompressorStation171,"{'type': 'Point', 'coordinates': [56.827152, 84.626806]}",        Линейная производственно-диспетчерская станция (ЛПДС),"Россия, Томск",ЛПДС Орловка,ЛПДС Анжеро-Судженская,,,,,"""https://energybase.ru/compressor-station/ldps-anjero-sudjenskaya""",НПС Молчаново,,,"""https://energybase.ru/compressor-station/ops-molchanovo"""
52,CompressorStation172,"{'type': 'Point', 'coordinates': [58.162282, 78.882566]}",        Промежуточная нефтеперекачивающая станция (ПНПС),"Россия, Кедровый",НПС Лугинецкая,ЛПДС Парабель,,,,,"""https://energybase.ru/compressor-station/lpds-parabel""",,,,
53,CompressorStation173,"{'type': 'Point', 'coordinates': [59.685556, 28.439636]}",        Промежуточная нефтеперекачивающая станция (ПНПС),"Россия, Усть-Луга",Нефтебаза ООО «Транснефть – Порт Усть-Луга»,,,,Россия,,,,,,
54,CompressorStation174,"{'type': 'Point', 'coordinates': [58.397321, 30.654538]}",        Промежуточная нефтеперекачивающая станция (ПНПС),"Россия, Великий Новгород",НПС-7 (Унеча - Усть-Луга БТС-II),,,,Россия,,,,,,
55,CompressorStation175,"{'type': 'Point', 'coordinates': [56.537606, 32.172346]}",        Промежуточная нефтеперекачивающая станция (ПНПС),"Россия, Великие Луки",НПС-5 Андреаполь,,,,Россия,,,,,,
56,CompressorStation176,"{'type': 'Point', 'coordinates': [54.53307, 32.39441]}",        Промежуточная нефтеперекачивающая станция (ПНПС),"Россия, Смоленск",НПС-3 (Унеча - Усть-Луга БТС-II),,,,Россия,,,,,,
57,CompressorStation177,"{'type': 'Point', 'coordinates': [51.16488, 35.797277]}",        Промежуточная нефтеперекачивающая станция (ПНПС),"Россия, Курск",ПНПС Долгие Буды,,,,,Кременчуг,,,,,
58,CompressorStation178,"{'type': 'Point', 'coordinates': [51.436601, 37.118146]}",        Линейная производственно-диспетчерская станция (ЛПДС),"Россия, Старый Оскол",ЛПДС Мантурово,,,,,Кременчуг,,,,,
59,CompressorStation179,"{'type': 'Point', 'coordinates': [51.822085, 38.055417]}",        Промежуточная нефтеперекачивающая станция (ПНПС),"Россия, Воронеж",ПНПС Касторное,,,,,Кременчуг,,,,,
60,CompressorStation180,"{'type': 'Point', 'coordinates': [52.312631, 39.38449]}",        Промежуточная нефтеперекачивающая станция (ПНПС),"Россия, Липецк",ПНПС Вербилово,,,,,Кременчуг,,,,,
61,CompressorStation181,"{'type': 'Point', 'coordinates': [52.506923, 32.016107]}",        Промежуточная нефтеперекачивающая станция (ПНПС),"Россия, Новозыбков",ПНПС Новозыбков,,,,,Мозырь,,,,,
62,CompressorStation182,"{'type': 'Point', 'coordinates': [52.76664, 32.93646]}",        Головная нефтеперекачивающая станция (ГНПС),"Россия, Унеча",ГНПС Унеча,НПС-3 (Унеча - Усть-Луга БТС-II),,,,,"""https://energybase.ru/compressor-station/iops-3-unecha-ust-luga""",ПНПС Десна,,,"""https://energybase.ru/compressor-station/iops-desna"""
63,CompressorStation183,"{'type': 'Point', 'coordinates': [52.973319, 33.998931]}",        Промежуточная нефтеперекачивающая станция (ПНПС),"Россия, Брянск",ПНПС Десна,ГНПС Унеча,,,,,"""https://energybase.ru/compressor-station/hops-unecha""",ПНПС Аксинино,,,"""https://energybase.ru/compressor-station/iops-aksinino"""
64,CompressorStation184,"{'type': 'Point', 'coordinates': [53.10352, 35.093637]}",        Промежуточная нефтеперекачивающая станция (ПНПС),"Россия, Брянск",ПНПС Аксинино,ПНПС Десна,,,,,"""https://energybase.ru/compressor-station/iops-desna""",ПНПС Новоселово,,,"""https://energybase.ru/compressor-station/iops-novoselovo"""
65,CompressorStation185,"{'type': 'Point', 'coordinates': [53.11847, 36.066596]}",        Промежуточная нефтеперекачивающая станция (ПНПС),"Россия, Орёл",ПНПС Новоселово,ПНПС Аксинино,,,,,"""https://energybase.ru/compressor-station/iops-aksinino""",ПНПС Верховье,,,"""https://energybase.ru/compressor-station/iops-verhovje"""
66,CompressorStation186,"{'type': 'Point', 'coordinates': [52.84003, 37.197301]}",        Промежуточная нефтеперекачивающая станция (ПНПС),"Россия, Орёл",ПНПС Верховье,ПНПС Новоселово,,,,,"""https://energybase.ru/compressor-station/iops-novoselovo""",ЛПДС Становая,,,"""https://energybase.ru/compressor-station/ldps-stanovaya"""
67,CompressorStation187,"{'type': 'Point', 'coordinates': [52.75775, 38.310678]}",        Линейная производственно-диспетчерская станция (ЛПДС),"Россия, Елец",ЛПДС Становая,ПНПС Верховье,,,,,"""https://energybase.ru/compressor-station/iops-verhovje""",ПНПС Лубна,,,"""https://energybase.ru/compressor-station/iops-lubna"""
68,CompressorStation188,"{'type': 'Point', 'coordinates': [50.99258, 34.56882]}",        Промежуточная нефтеперекачивающая станция (ПНПС),"Украина, Харьков",ПНПС Головашевка,ПНПС Глинско-Розбышевская,,,,,"""https://energybase.ru/compressor-station/iops-glinsko-rozbyshevskaya""",ПНПС Долгие Буды,,,"""https://energybase.ru/compressor-station/iops-dolgie-budy"""
69,CompressorStation189,"{'type': 'Point', 'coordinates': [52.817298, 39.402922]}",        Промежуточная нефтеперекачивающая станция (ПНПС),"Россия, Липецк",ПНПС Лубна,ЛПДС Становая,,,,,"""https://energybase.ru/compressor-station/ldps-stanovaya""",ЛПДС Никольское,,,"""https://energybase.ru/compressor-station/ldps-nikolskoe"""
70,CompressorStation190,"{'type': 'Point', 'coordinates': [52.80218, 40.36886]}",        Линейная производственно-диспетчерская станция (ЛПДС),"Россия, Мичуринск",ЛПДС Никольское,ПНПС Вербилово,,,,,"""https://energybase.ru/compressor-station/iops-verbilovo""",ПНПС Малиновка,,,"""https://energybase.ru/compressor-station/iops-malinovka"""
71,CompressorStation191,"{'type': 'Point', 'coordinates': [53.006036, 41.432104]}",        Промежуточная нефтеперекачивающая станция (ПНПС),"Россия, Тамбов",ПНПС Малиновка,ЛПДС Никольское,,,,,"""https://energybase.ru/compressor-station/ldps-nikolskoe""",ЛПДС Башмаково (НПС Соседка),,,"""https://energybase.ru/compressor-station/iops-sosedka"""
72,CompressorStation192,"{'type': 'Point', 'coordinates': [53.139119, 42.743747]}",        Промежуточная нефтеперекачивающая станция (ПНПС),"Россия, Тамбов",ЛПДС Башмаково (НПС Соседка),ПНПС Малиновка,,,,,"""https://energybase.ru/compressor-station/iops-malinovka""",ПНПС Ростовка,,,"""https://energybase.ru/compressor-station/iops-rostovka"""
73,CompressorStation193,"{'type': 'Point', 'coordinates': [53.283841, 44.022978]}",        Промежуточная нефтеперекачивающая станция (ПНПС),"Россия, Пенза",ПНПС Ростовка,ЛПДС Башмаково (НПС Соседка),,,,,"""https://energybase.ru/compressor-station/iops-sosedka""",ЛПДС Пенза,,,"""https://energybase.ru/compressor-station/iops-penza"""
74,CompressorStation194,"{'type': 'Point', 'coordinates': [53.366655, 45.220617]}",        Линейная производственно-диспетчерская станция (ЛПДС),"Россия, Пенза",ЛПДС Пенза,ПНПС Ростовка,,,,,"""https://energybase.ru/compressor-station/iops-rostovka""",ПНПС Кузнецк,,,"""https://energybase.ru/compressor-station/iops-kuzneck"""
75,CompressorStation195,"{'type': 'Point', 'coordinates': [53.188515, 45.272073]}",        Промежуточная нефтеперекачивающая станция (ПНПС),"Россия, Пенза",ПНПС Кижеватово,,,,,,,,,,
